年,月,日,予測湿度
2024,5,13,71.43616760625191
2024,5,14,76.67938262564518
2024,5,15,73.42371298348272
2024,5,16,75.90060219569152
2024,5,17,75.56525231258826
2024,5,18,76.24057833130998
2024,5,19,88.13482594571178
2024,5,20,77.63132701302511
2024,5,21,75.37607961573669
2024,5,22,80.739882092325
2024,5,23,89.59724635990628
2024,5,24,71.53590343788102
2024,5,25,70.37809912926865
2024,5,26,77.55379783135103
2024,5,27,72.73517421773121
2024,5,28,85.40667053599523
2024,5,29,85.75195228192378
2024,5,30,86.56997996465549
2024,5,31,86.45156398430113
2024,6,1,86.30198232278072
2024,6,2,85.59839371552957
2024,6,3,86.67505863764168
2024,6,4,80.11726566402945
2024,6,5,78.9141701608962
2024,6,6,80.8609090058349
2024,6,7,81.71075211521595
2024,6,8,85.99314269246628
2024,6,9,82.95435960837044
2024,6,10,83.80601787836095
2024,6,11,85.24454238520968
2024,6,12,84.1196533017787
2024,6,13,84.88422122454092
2024,6,14,88.88606865005109
2024,6,15,87.13979728923957
2024,6,16,86.4877700896256
2024,6,17,87.61631647239842
2024,6,18,91.94190192319715
2024,6,19,88.70484520484592
2024,6,20,88.10925147114469
2024,6,21,88.83669669180765
2024,6,22,88.91212374288888
2024,6,23,89.24686983581002
2024,6,24,89.23708339841674
2024,6,25,85.77267092854164
2024,6,26,83.40188077340873
2024,6,27,83.85770067876315
2024,6,28,82.61863982649619
2024,6,29,85.14798463039293
2024,6,30,84.54604534924854
2024,7,1,82.50426743632104
2024,7,2,83.2870322849181
2024,7,3,84.7379840029321
2024,7,4,83.11021938258068
2024,7,5,84.28643805169906
2024,7,6,84.70879776366544
2024,7,7,83.37863851820484
2024,7,8,83.56990571248828
2024,7,9,83.14196771983977
2024,7,10,79.4454122657772
2024,7,11,82.1213463530772
2024,7,12,81.53574349059822
2024,7,13,80.78335427768438
2024,7,14,79.8343262527884
2024,7,15,81.76584793269208
2024,7,16,81.5115371057725
2024,7,17,80.72650989770374
2024,7,18,82.06360877079788
2024,7,19,83.49122628518137
2024,7,20,80.25011979241805
2024,7,21,77.85301304159609
2024,7,22,78.83049101102166
2024,7,23,79.86629009979944
2024,7,24,79.30983817863546
2024,7,25,79.5764824706825
2024,7,26,79.5225545050942
2024,7,27,81.78240907298267
2024,7,28,81.79652349756158
2024,7,29,82.95542302405421
2024,7,30,81.19034839455894
2024,7,31,80.66455850906439
2024,8,1,80.52181952951601
2024,8,2,83.21569550489455
2024,8,3,86.41704302272606
2024,8,4,84.46445793579241
2024,8,5,85.21024727443444
2024,8,6,87.2886953907544
2024,8,7,88.2872101449872
2024,8,8,87.30896942535449
2024,8,9,88.51204548050902
2024,8,10,87.20665145166888
2024,8,11,84.79505111063918
2024,8,12,84.07995769352307
2024,8,13,83.91707883298363
2024,8,14,80.85717396178597
2024,8,15,82.64363875015613
2024,8,16,84.21257686515382
2024,8,17,84.71068559113908
2024,8,18,81.85810867763318
2024,8,19,81.23237944844351
2024,8,20,82.80047576761865
2024,8,21,82.1546390518457
2024,8,22,81.7303133754705
2024,8,23,79.50583083891597
2024,8,24,79.1461528952657
2024,8,25,82.20906038597433
2024,8,26,80.9832287806232
2024,8,27,80.96018008180482
2024,8,28,80.11614253555697
2024,8,29,80.19924819058191
2024,8,30,80.21470576012678
2024,8,31,80.40242846790204
2024,9,1,82.24437343616611
2024,9,2,81.8104381778079
2024,9,3,82.4311168159104
2024,9,4,79.32765478376255
2024,9,5,77.74719216680144
2024,9,6,79.44083127057034
2024,9,7,80.15637494642468
2024,9,8,78.36441899922288
2024,9,9,77.13938105064744
2024,9,10,74.44797492912619
2024,9,11,79.80331242688082
2024,9,12,79.59068919768846
2024,9,13,79.68441689687981
2024,9,14,82.05815426312061
2024,9,15,79.65345854974004
2024,9,16,80.56593637254113
2024,9,17,83.18713918364331
2024,9,18,82.99505919389284
2024,9,19,82.5104096382151
2024,9,20,79.9162231211999
2024,9,21,81.54646688717473
2024,9,22,82.68564649531672
2024,9,23,82.43007947856836
2024,9,24,80.8152596621361
2024,9,25,80.95220760330349
2024,9,26,79.58693933793039
2024,9,27,79.02534476405786
2024,9,28,79.38394872197641
2024,9,29,82.68318403110794
2024,9,30,84.10563912135662
2024,10,1,84.53360282414819
2024,10,2,82.2130345682205
2024,10,3,80.39315457014499
2024,10,4,86.3338998187582
2024,10,5,83.92920211160684
2024,10,6,80.99726021613625
2024,10,7,75.70065012358477
2024,10,8,83.2927570072372
2024,10,9,83.22000348582557
2024,10,10,77.83496134086027
2024,10,11,74.55014737302857
2024,10,12,70.59610317183959
2024,10,13,72.56980622068203
2024,10,14,69.34594003000194
2024,10,15,70.91049814608263
2024,10,16,67.26392667796465
2024,10,17,63.135974880014345
2024,10,18,63.81722994859129
2024,10,19,64.7767891219575
2024,10,20,68.37325245469596
2024,10,21,71.97404646828879
2024,10,22,64.18871724007111
2024,10,23,62.99122549854274
2024,10,24,72.41608414537575
2024,10,25,71.44485379666942
2024,10,26,73.61382604963669
2024,10,27,68.38864551532345
2024,10,28,63.900987911608354
2024,10,29,65.8349112534883
2024,10,30,64.57367666643414
2024,10,31,66.94036977686105
2024,11,1,71.88319912301216
2024,11,2,71.11781225797671
2024,11,3,74.468653745802
2024,11,4,72.92077585125874
2024,11,5,74.52330291765908
2024,11,6,76.0874978334562
2024,11,7,79.10498753259023
2024,11,8,66.50908370219476
2024,11,9,69.88026734548176
2024,11,10,81.79447413104518
2024,11,11,78.98869984003785
2024,11,12,74.70711474516096
2024,11,13,74.41257089068463
2024,11,14,63.08571875627853
2024,11,15,65.03778668660466
2024,11,16,67.03405484079133
2024,11,17,69.91295834104541
2024,11,18,58.79269923308918
2024,11,19,59.5585718025434
2024,11,20,62.072799087474564
2024,11,21,62.562462329422424
2024,11,22,68.28528611234856
2024,11,23,70.55879856563556
2024,11,24,67.86176116828737
2024,11,25,64.41952906624411
2024,11,26,64.76494328377535
2024,11,27,75.81590408668329
2024,11,28,73.17675518182463
2024,11,29,61.21851534149825
2024,11,30,68.37468679245
2024,12,1,70.07710814611448
2024,12,2,64.79081693140024
2024,12,3,65.2868712633976
2024,12,4,71.08025970809601
2024,12,5,83.0884412663546
2024,12,6,74.0211513654118
2024,12,7,71.7549030662145
2024,12,8,65.44959137668155
2024,12,9,68.63445833176412
2024,12,10,76.75282204579251
2024,12,11,76.21732687257523
2024,12,12,81.19733389489734
2024,12,13,76.81643701479851
2024,12,14,70.5149562005245
2024,12,15,79.25893184888164
2024,12,16,78.35382369871685
2024,12,17,74.62776471940938
2024,12,18,63.54682879907129
2024,12,19,75.05761532418491
2024,12,20,79.85710003969439
2024,12,21,75.17004205338141
2024,12,22,59.82517144653457
2024,12,23,64.42706645530643
2024,12,24,72.09002895650254
2024,12,25,80.11778384204122
2024,12,26,62.39164411909287
2024,12,27,68.3479372970788
2024,12,28,73.83762327192018
2024,12,29,74.50900923445151
2024,12,30,83.83778290526699
2024,12,31,87.54313142622088
