年,月,日,予測気温
2024,5,2,21.968185023728914
2024,5,3,23.38480671112638
2024,5,4,23.376898812572005
2024,5,5,24.027044134709964
2024,5,6,24.827776656314732
2024,5,7,25.051484035357415
2024,5,8,23.71972472921331
2024,5,9,21.818688081664664
2024,5,10,23.51072113919757
2024,5,11,22.61861003711443
2024,5,12,23.267335861066545
2024,5,13,23.50304078343743
2024,5,14,23.57858326277277
2024,5,15,22.078454111201207
2024,5,16,22.977237251150495
2024,5,17,24.383213149055603
2024,5,18,24.439244474087914
2024,5,19,24.985852703296125
2024,5,20,24.134146573923243
2024,5,21,24.324422166805384
2024,5,22,24.386848630533486
2024,5,23,26.372497852323065
2024,5,24,22.319535779689467
2024,5,25,24.462183751531335
2024,5,26,24.449457864914155
2024,5,27,24.46106740780226
2024,5,28,24.7782603988039
2024,5,29,25.265444438699124
2024,5,30,25.98663185964095
2024,5,31,26.49784552043826
2024,6,1,26.615904150757697
2024,6,2,25.382859373611904
2024,6,3,25.49977785333838
2024,6,4,25.48785227201256
2024,6,5,26.69639735055516
2024,6,6,26.46161720811104
2024,6,7,26.744591577301776
2024,6,8,26.950278439843153
2024,6,9,27.070343432693825
2024,6,10,27.149932844039128
2024,6,11,27.5091322042652
2024,6,12,27.076183951504607
2024,6,13,26.147870785790648
2024,6,14,26.73933851526795
2024,6,15,24.967791113677446
2024,6,16,25.897568008946312
2024,6,17,25.976868644117825
2024,6,18,26.8847647494867
2024,6,19,27.165330244549086
2024,6,20,26.741185200651817
2024,6,21,27.067472519899127
2024,6,22,27.715515669259922
2024,6,23,27.53473405893436
2024,6,24,27.48520028509488
2024,6,25,28.1060576219545
2024,6,26,28.151402939138197
2024,6,27,28.654225022488763
2024,6,28,28.271690094807933
2024,6,29,28.092880895406914
2024,6,30,28.709823228488514
2024,7,1,28.93749965631731
2024,7,2,29.18416201156609
2024,7,3,29.025633975534262
2024,7,4,29.496060546164266
2024,7,5,29.083007677137548
2024,7,6,29.597985698612852
2024,7,7,29.821065735277568
2024,7,8,29.754905825256152
2024,7,9,29.79519274845743
2024,7,10,29.766960428276157
2024,7,11,30.03468752441644
2024,7,12,29.9630356841053
2024,7,13,30.23965033890523
2024,7,14,30.31448413242988
2024,7,15,29.674753844120843
2024,7,16,29.410341282700344
2024,7,17,29.048593141005576
2024,7,18,28.557433286186825
2024,7,19,29.357644085266024
2024,7,20,29.776746557457614
2024,7,21,29.558718342525218
2024,7,22,29.822989485103758
2024,7,23,30.092424044617132
2024,7,24,29.637041415580466
2024,7,25,30.243333105728958
2024,7,26,29.693412905182043
2024,7,27,28.149051944043226
2024,7,28,28.081123810974113
2024,7,29,29.22881548639278
2024,7,30,29.246487459890943
2024,7,31,29.350496392888136
2024,8,1,28.04874533745953
2024,8,2,28.290263401972076
2024,8,3,27.572728721876917
2024,8,4,28.12425088693703
2024,8,5,27.914097882595428
2024,8,6,27.061844669002127
2024,8,7,27.76942572746949
2024,8,8,27.629385849585656
2024,8,9,27.768754047371637
2024,8,10,28.449729246277368
2024,8,11,28.931616552951233
2024,8,12,28.00143994103766
2024,8,13,28.941015413092043
2024,8,14,28.955543613901202
2024,8,15,29.473092795153033
2024,8,16,28.205083145720003
2024,8,17,27.54994570683603
2024,8,18,28.416802574420924
2024,8,19,28.772231816016703
2024,8,20,29.537289291149968
2024,8,21,28.87264855264518
2024,8,22,28.86083030155451
2024,8,23,28.859229923517187
2024,8,24,28.93312674855544
2024,8,25,29.848677661380123
2024,8,26,28.10957557189064
2024,8,27,28.38500760666193
2024,8,28,29.413031254024695
2024,8,29,28.969986447564548
2024,8,30,29.77976668793139
2024,8,31,29.920034916811538
2024,9,1,29.855017095604193
2024,9,2,30.00379263415207
2024,9,3,28.3437822518632
2024,9,4,29.70674915215178
2024,9,5,28.724569653551214
2024,9,6,29.12222465867837
2024,9,7,29.335337247807214
2024,9,8,28.833742032731266
2024,9,9,28.126542434403675
2024,9,10,27.749909661511026
2024,9,11,28.107333501775962
2024,9,12,28.20746972676912
2024,9,13,28.96862291143524
2024,9,14,28.59164577353804
2024,9,15,29.06363262120931
2024,9,16,29.09679964735276
2024,9,17,27.877129978537493
2024,9,18,27.335191111096808
2024,9,19,28.756004894022976
2024,9,20,29.091539620112673
2024,9,21,28.51837728988002
2024,9,22,28.306339611578895
2024,9,23,28.426586519910813
2024,9,24,29.062468072981737
2024,9,25,28.2955421407354
2024,9,26,28.77606732079908
2024,9,27,28.645676605485974
2024,9,28,29.376704060951322
2024,9,29,27.982026799788507
2024,9,30,28.103575694266077
2024,10,1,28.099960561843837
2024,10,2,28.448008274392116
2024,10,3,28.203113614227473
2024,10,4,28.794196327756794
2024,10,5,28.959935896268505
2024,10,6,28.369397846914538
2024,10,7,27.22080105125169
2024,10,8,28.56637618873228
2024,10,9,28.10532696567843
2024,10,10,28.27510467791565
2024,10,11,27.060594395287488
2024,10,12,26.79639947496669
2024,10,13,26.566627743925025
2024,10,14,26.392399096257314
2024,10,15,26.714015610346728
2024,10,16,25.963625312342362
2024,10,17,25.563105854959943
2024,10,18,25.69112627369989
2024,10,19,24.89615333315691
2024,10,20,25.29473768265919
2024,10,21,25.42605990993539
2024,10,22,23.264004539820977
2024,10,23,24.304957150948294
2024,10,24,25.48399320054109
2024,10,25,24.876969896041945
2024,10,26,24.274863966878485
2024,10,27,24.71041540740477
2024,10,28,24.25061831445547
2024,10,29,23.59326566674621
2024,10,30,24.487786451435202
2024,10,31,24.514519773247773
2024,11,1,24.821067472342957
2024,11,2,24.516937662225565
2024,11,3,23.402903196141203
2024,11,4,24.90200469380131
2024,11,5,25.443780515720675
2024,11,6,25.22220621492274
2024,11,7,25.400720284428026
2024,11,8,23.505046382355815
2024,11,9,23.973950736562166
2024,11,10,25.643383727616904
2024,11,11,25.34636759817608
2024,11,12,22.994895094027022
2024,11,13,21.076399466542565
2024,11,14,21.147196595949183
2024,11,15,21.54636740014498
2024,11,16,22.164417625386136
2024,11,17,22.97811495152061
2024,11,18,19.32631913555048
2024,11,19,20.119600295185943
2024,11,20,20.485682166972868
2024,11,21,20.94271016042721
2024,11,22,21.31509335302135
2024,11,23,22.584427514215157
2024,11,24,22.816272984462486
2024,11,25,21.747375568389437
2024,11,26,20.217797496327595
2024,11,27,22.826356400840076
2024,11,28,22.259676480452033
2024,11,29,21.414266224271206
2024,11,30,21.494845538162796
2024,12,1,21.90474404938061
2024,12,2,19.144505815048635
2024,12,3,19.950180099315887
2024,12,4,20.081557275407054
2024,12,5,20.211187048873455
2024,12,6,21.644033259528857
2024,12,7,19.55961219550626
2024,12,8,20.610509168840192
2024,12,9,20.161503393908074
2024,12,10,22.38685065547535
2024,12,11,22.82111969958093
2024,12,12,22.66832494331809
2024,12,13,21.31926161127705
2024,12,14,21.001338950229258
2024,12,15,22.296354215523976
2024,12,16,23.207744037955024
2024,12,17,19.324404027813227
2024,12,18,16.627708341580313
2024,12,19,20.269879325703553
2024,12,20,22.48301407722241
2024,12,21,16.776567022462473
2024,12,22,16.20455980847952
2024,12,23,15.348634675640485
2024,12,24,16.089537792672164
2024,12,25,17.437678418328495
2024,12,26,16.174250022118436
2024,12,27,18.17817460717866
2024,12,28,19.217464737602995
2024,12,29,18.870021748595473
2024,12,30,19.411833901452944
2024,12,31,21.948774826851647
