年,月,日,予測気温
2024,10,18,25.509280731058258
2024,10,19,25.89600190269634
2024,10,20,26.014115243264417
2024,10,21,23.691730403862547
2024,10,22,23.62880173334295
2024,10,23,25.228978268823234
2024,10,24,25.27316850859555
2024,10,25,25.073859148673694
2024,10,26,24.76866923510131
2024,10,27,24.305936132702932
2024,10,28,23.7349716594225
2024,10,29,24.537321674991922
2024,10,30,24.55310891035262
2024,10,31,24.252687671201375
2024,11,1,25.803886339161735
2024,11,2,24.020059994815092
2024,11,3,25.054757078172187
2024,11,4,25.437664394924973
2024,11,5,25.289077407985527
2024,11,6,25.81340918153343
2024,11,7,23.776245493963874
2024,11,8,24.012728664034366
2024,11,9,25.406305235314356
2024,11,10,26.138409427088018
2024,11,11,23.587816891258157
2024,11,12,20.92964819477237
2024,11,13,20.394570770910725
2024,11,14,21.051137835836343
2024,11,15,21.537327727123742
2024,11,16,22.88528290601808
2024,11,17,20.266682724003005
2024,11,18,18.879996917197122
2024,11,19,19.93702920654581
2024,11,20,20.5420928335569
2024,11,21,21.50819429758385
2024,11,22,23.128801592481757
2024,11,23,22.890489208395433
2024,11,24,21.699030026340992
2024,11,25,19.99393741158371
2024,11,26,21.77560992010173
2024,11,27,22.43123396483855
2024,11,28,21.19456620107798
2024,11,29,21.926863024444504
2024,11,30,21.854698795886826
2024,12,1,19.289008743522558
2024,12,2,18.149766865308138
2024,12,3,20.167638835242307
2024,12,4,19.058158459883884
2024,12,5,21.376792836495643
2024,12,6,21.755240069092025
2024,12,7,19.759032180486276
2024,12,8,20.801341490695016
2024,12,9,22.006859330196267
2024,12,10,22.794156030274543
2024,12,11,24.10185715883844
2024,12,12,21.925283916413903
2024,12,13,21.568545184552804
2024,12,14,22.58816634985433
2024,12,15,23.206574282172586
2024,12,16,20.98359254711399
2024,12,17,16.261515519843304
2024,12,18,18.294424025597092
2024,12,19,21.892448730881775
2024,12,20,20.61241345118953
2024,12,21,15.876798340962825
2024,12,22,14.73250428803727
2024,12,23,14.704601328054261
2024,12,24,16.304072906520275
2024,12,25,16.449214545648953
2024,12,26,18.11661094834496
2024,12,27,19.411444140682853
2024,12,28,18.599137616943356
2024,12,29,19.69298291397215
2024,12,30,21.541582817105393
2024,12,31,20.68926680401672
